date,lat,latd,long,longd,depth,mag,_id
2014-01-03T23:06:41.676Z,64.9865,N,148.8751,E,14.4,1,ak0145ccdwn
2014-01-03T22:40:02.040Z,14.441,N,88.8671,E,180.31,4.1,usb000m4pl
2014-01-03T22:35:16.530Z,38.8393326,N,122.8041687,E,1.894,0.07,nc72135781
2014-01-03T22:34:11.900Z,17.9619,N,65.4664,E,17,2.5,pr14003008
2014-01-03T22:29:52.045Z,59.9605,N,141.3342,E,13.3,1.5,ak0145bvwkk
2014-01-03T22:29:18.293Z,64.2716,N,149.9492,E,17.6,1.1,ak0145bvtyt
2014-01-03T22:27:45.904Z,62.3987,N,149.6165,E,2.3,0.9,ak0145bvgny
2014-01-03T22:22:11.590Z,38.8398333,N,122.8293333,E,2.09,0.52,nc72135776
2014-01-03T22:21:48.460Z,33.2395,N,116.2695,E,10.747,1.09,ci11409802
2014-01-03T22:19:40.381Z,63.5517,N,147.5557,E,2.9,1.5,ak0145btqie
2014-01-03T22:14:16.600Z,36.38,N,121.2105,E,3.223,1.53,nc72135771
2014-01-03T22:09:06.430Z,37.6325,N,118.859,E,3.715,0.35,nc72135766
2014-01-03T22:07:15.882Z,57.7701,N,154.1123,E,56.4,1.5,ak0145br410
2014-01-03T22:05:32.610Z,40.3161667,N,124.7243333,E,17.541,2.05,nc72135761
2014-01-03T22:02:09.970Z,37.5913,N,71.7709,W,136.33,4.3,usb000m4pk
2014-01-03T21:55:10.620Z,37.6311667,N,118.862,E,3.695,0.74,nc72135756
2014-01-03T21:52:51.157Z,63.4696,N,147.5536,E,5,1.3,ak0145bfed7
2014-01-03T21:51:59.480Z,36.8173333,N,121.5365,E,3.953,1.65,nc72135751
2014-01-03T21:49:13.429Z,36.7457,N,116.2169,E,6.3,0.1,nn00433247
2014-01-03T21:44:38.294Z,36.7347,N,116.2226,E,7.6,1.6,nn00433001
2014-01-03T21:43:40.340Z,55.3672,S,27.3938,E,40.28,4.2,usb000m4pj
2014-01-03T21:33:02.872Z,60.5429,N,138.7816,E,3.3,1.3,ak0145bb81b
2014-01-03T21:18:36.133Z,63.4075,N,152.7564,E,1,1,ak0145b82v1
2014-01-03T21:13:04.160Z,38.8074989,N,122.8420029,E,3.272,0.57,nc72135731
2014-01-03T21:09:43.700Z,34.3466667,N,116.456,E,7.665,1.06,ci11409778
2014-01-03T21:06:51.950Z,36.121,N,117.8973333,E,3.416,0.12,ci11409786
2014-01-03T20:58:49.040Z,5.8692,S,103.5606,W,62.12,4.5,usb000m4pq
2014-01-03T20:44:42.530Z,5.1014,S,145.1481,W,75.96,4.6,usc000lwgx
2014-01-03T20:41:43.560Z,33.1008333,N,115.6035,E,2.839,0.6,ci11409770
2014-01-03T20:38:35.170Z,33.1113333,N,115.6003333,E,4.864,1.66,ci11409762
2014-01-03T20:37:50.380Z,35.7073333,N,121.096,E,8.274,0.67,nc72135726
2014-01-03T20:37:24.370Z,33.1051667,N,115.599,E,4.039,0.6,ci11409754
2014-01-03T20:34:03.990Z,7.1006,S,155.9832,W,59.18,5.2,usc000lwgg
2014-01-03T20:25:11.890Z,38.8291667,N,122.7946667,E,1.85,0.23,nc72135716
2014-01-03T20:19:14.317Z,57.6226,N,155.5395,E,95.5,2,ak0145amtaf
2014-01-03T20:16:46.357Z,63.8487,N,146.7103,E,6.1,1.4,ak0145am8m3
2014-01-03T20:15:29.540Z,38.8170013,N,122.8410034,E,4.43,0.57,nc72135711
2014-01-03T20:06:16.623Z,51.4328,N,176.4836,E,25.6,2.3,ak0145ak15q
2014-01-03T19:58:29.930Z,37.0232,N,104.9512,E,5,2.6,usc000lwef
2014-01-03T19:52:44.930Z,8.6898,N,126.393,W,85.24,4.8,usc000lwek
2014-01-03T19:52:09.465Z,63.2659,N,151.036,E,7.8,1,ak0145a8fxu
2014-01-03T19:47:59.920Z,33.982,N,118.4525,E,11.147,3.01,ci11409738
2014-01-03T19:47:47.780Z,37.4868333,N,118.8465,E,6.639,0.62,nc72135706
2014-01-03T19:45:13.070Z,38.8258324,N,122.795166,E,2.422,0.45,nc72135701
2014-01-03T19:42:17.940Z,7.7669,N,137.1914,W,55.43,4.6,usb000m4ph
2014-01-03T19:39:53.300Z,34.0143333,N,117.5125,E,16.519,1.25,ci11409730
2014-01-03T19:37:56.860Z,38.779,N,122.7383333,E,0.13,1.53,nc72135696
2014-01-03T19:25:17.140Z,37.449,N,118.8333333,E,2.427,0.6,nc72135691
2014-01-03T19:22:44.080Z,7.5151,S,108.4103,W,110.38,4.5,usc000lwd1
2014-01-03T19:21:18.693Z,60.8619,N,149.7889,E,37.1,1.2,ak0145a1tgd
2014-01-03T19:18:38.950Z,35.356,N,92.7251667,E,2.05,2,nm610253
2014-01-03T19:17:22.210Z,60.2242,S,47.1291,E,13,4.7,usb000m4pv
2014-01-03T19:13:33.090Z,38.8230019,N,122.8466644,E,1.618,1.13,nc72135676
2014-01-03T19:13:07.370Z,35.9376667,N,117.18,E,0.827,0.65,ci11409722
2014-01-03T18:58:17.160Z,37.65,N,118.8513333,E,4.373,0,nc72135666
2014-01-03T18:56:48.070Z,11.678,N,87.6749,E,46.27,4.3,usb000m4pe
2014-01-03T18:48:55.740Z,0.5919,N,126.7232,W,70.83,4.6,usb000m4pc
2014-01-03T18:42:06.011Z,61.0212,N,151.0039,E,68.3,1.3,ak01459kuwp
2014-01-03T18:34:01.840Z,22.0707,S,175.6015,E,10.6,5,usc000lwbt
2014-01-03T18:33:23.738Z,69.5377,N,142.1835,E,4.7,2.4,ak01459iytx
2014-01-03T18:25:07.270Z,37.5645,N,118.8393333,E,4.349,0.09,nc72135661
2014-01-03T18:22:01.890Z,19.8819,S,169.4143,W,258.15,4.6,usb000m4pi
2014-01-03T18:21:56.830Z,37.5866667,N,118.9405,E,7.289,0.24,nc72135656
2014-01-03T18:19:19.670Z,38.8176651,N,122.7910004,E,4.69,0.55,nc72135646
2014-01-03T18:18:45.630Z,37.5816667,N,119.0063333,E,2.372,0.17,nc72137466
2014-01-03T18:11:50.000Z,27.9497,N,101.4765,W,38.43,4,usb000m4pb
2014-01-03T18:11:09.560Z,19.3368333,N,155.1323333,E,6.078,2.29,hv60615441
2014-01-03T18:08:30.360Z,37.5895,N,118.9398333,E,7.599,0.27,nc72135631
2014-01-03T18:06:33.560Z,33.3486667,N,116.3771667,E,13.148,1.59,ci11409706
2014-01-03T17:49:38.686Z,56.0751,N,159.6912,E,6.5,1.6,ak014590zu4
2014-01-03T17:49:18.990Z,33.4596667,N,116.4176667,E,12.435,0.85,ci11409698
2014-01-03T17:49:16.923Z,63.1688,N,151.4652,E,11.4,0.8,ak014590y5o
2014-01-03T17:47:29.730Z,38.8045006,N,122.7986679,E,2.172,1.01,nc72135616
2014-01-03T17:43:53.300Z,5.7155,S,146.9711,W,78.53,4.4,usb000m4p9
2014-01-03T17:39:16.969Z,51.871,N,176.3804,E,63.3,2.1,ak01458yt00
2014-01-03T17:34:35.370Z,33.5051667,N,116.4688333,E,9.58,0.44,ci11409690
2014-01-03T17:34:00.750Z,7.4746,N,35.497,E,15.39,4.7,usc000lwac
2014-01-03T17:23:55.130Z,33.5028333,N,116.4673333,E,9.13,0.86,ci11409682
2014-01-03T17:21:01.250Z,38.863,N,122.9766667,E,1.475,0.92,nc72135606
2014-01-03T17:17:23.480Z,34.4071,S,179.7788,E,158.66,4.7,usb000m4p8
2014-01-03T17:03:33.400Z,18.7364,N,64.6548,E,8,2.6,pr14003006
2014-01-03T17:01:56.972Z,62.2472,N,150.1364,E,19.4,1.6,ak01458qqvl
2014-01-03T17:00:28.431Z,62.9887,N,149.2307,E,0.6,0.3,ak01458qgyj
2014-01-03T16:54:26.970Z,40.3166667,N,124.5655,E,19.401,2.63,nc72135571
2014-01-03T16:51:31.910Z,1.0795,N,121.8041,W,60.55,4.3,usb000m4p7
2014-01-03T16:48:49.560Z,33.0316667,N,116.425,E,9.547,1.14,ci11409674
2014-01-03T16:46:59.350Z,38.8180008,N,122.7973328,E,3.322,0.63,nc72135566
2014-01-03T16:39:16.072Z,64.791,N,148.0217,E,11.3,0.7,ak01458ddbr
2014-01-03T16:31:27.690Z,38.8230019,N,122.7900009,E,4.176,0.55,nc72135556
2014-01-03T16:27:46.560Z,34.0446667,N,117.4665,E,6.109,1.02,ci11409658
2014-01-03T16:24:42.980Z,45.6854,S,77.5174,E,15.58,4.4,usb000m4pg
2014-01-03T16:24:26.680Z,35.9955,N,118.3796667,E,0.869,0.78,ci11409650
2014-01-03T16:23:22.127Z,37.3824,N,117.1223,E,6,0.2,nn00433012
2014-01-03T16:04:52.500Z,38.8393326,N,122.7768326,E,1.702,0.57,nc72135536
2014-01-03T15:56:05.919Z,63.2751,N,150.5994,E,128.3,1.4,ak01457vk3z
2014-01-03T15:40:47.860Z,43.7087,N,105.2931,E,0,3.3,usc000lw8p
2014-01-03T15:35:08.680Z,35.2716667,N,92.3418333,E,6.41,2,nm610252
2014-01-03T15:19:23.300Z,64.4711,N,146.8309,E,2.6,0.9,ak01457nnyi
2014-01-03T14:51:20.338Z,60.7882,N,150.4663,E,15,1.1,ak01457931d
2014-01-03T14:43:45.270Z,38.8255005,N,122.8066635,E,2.619,0.79,nc72135491
2014-01-03T14:39:51.186Z,61.0158,N,149.093,E,26.4,1.1,ak014576ktq
2014-01-03T14:36:04.400Z,38.7869987,N,122.7288361,E,1.729,0.67,nc72135486
2014-01-03T14:34:35.320Z,33.5116667,N,116.559,E,8.708,0.49,ci11409626
2014-01-03T14:32:48.319Z,60.0716,N,153.2427,E,134.7,2.3,ak0145752lb
2014-01-03T14:29:43.460Z,38.8271675,N,122.8051682,E,2.517,0.7,nc72135481
2014-01-03T14:29:17.543Z,65.0202,N,147.7443,E,10,0.9,ak014574d2i
2014-01-03T14:25:20.268Z,63.0287,N,148.1894,E,65.4,3.5,ak014573iey
2014-01-03T14:23:03.070Z,61.5429,N,149.8192,E,43.2,1.1,ak0145731nn
2014-01-03T14:21:57.000Z,27.83,N,52.09,W,17,4.6,usc000lw8c
2014-01-03T14:17:50.680Z,5.8842,S,103.4526,W,64.73,4.8,usc000lw85
2014-01-03T14:11:51.600Z,38.7461667,N,122.714,E,1.82,0.41,nc71103659
2014-01-03T14:11:31.740Z,38.8483333,N,122.8253333,E,1.49,1.22,nc72135476
2014-01-03T13:57:14.260Z,38.8093333,N,122.811,E,0.97,1.47,nc72135466
2014-01-03T13:56:00.450Z,38.8336678,N,122.807663,E,1.739,0.46,nc72135471
2014-01-03T13:52:54.350Z,37.6346667,N,118.882,E,6.449,1.03,nc72135461
2014-01-03T13:51:05.707Z,63.4965,N,147.5143,E,1.4,0.8,ak01456nmay
2014-01-03T13:49:21.370Z,46.6108333,N,119.8308333,E,5.953,1.02,uw60665566
2014-01-03T13:49:13.280Z,38.8335,N,122.7538333,E,1.189,0.32,nc72135456
2014-01-03T13:44:19.570Z,33.515,N,116.5575,E,8.995,0.33,ci11409618
2014-01-03T13:43:44.521Z,62.6487,N,151.1619,E,83.9,1.3,ak01456lzkk
2014-01-03T13:42:12.522Z,52.6181,N,169.842,E,37.5,2.4,ak01456lpdw
2014-01-03T13:39:51.620Z,46.3274,N,153.0956,W,19.47,4.6,usb000m4p4
2014-01-03T13:23:01.330Z,19.3878333,N,155.2781667,E,1.148,1.86,hv60615356
2014-01-03T13:19:41.684Z,60.6704,N,147.6551,E,6.2,1.2,ak01456gu60
2014-01-03T13:17:16.900Z,18.6567,N,67.8714,E,63,2.6,pr14003005
2014-01-03T13:11:31.100Z,36.9405,N,121.6793333,E,11.315,1.22,nc72135451
2014-01-03T13:09:40.500Z,38.8438339,N,122.8263321,E,4.172,0.08,nc72135446
2014-01-03T13:06:32.890Z,0.1982,S,122.9409,W,89.65,4.9,usc000lw7p
2014-01-03T12:57:57.590Z,6.7211,S,145.0362,W,10,4.5,usc000lw7q
2014-01-03T12:57:54.690Z,38.8289986,N,122.7799988,E,2.937,0.07,nc72135441
2014-01-03T12:52:42.620Z,31.913,N,116.2443333,E,11.926,2.36,ci11409602
2014-01-03T12:48:28.561Z,61.4593,N,149.861,E,33.2,1.3,ak014561lbc
2014-01-03T12:46:18.529Z,51.6051,N,175.0916,E,22.3,2.2,ak01456153w
2014-01-03T12:41:58.994Z,60.0545,N,141.3822,E,7.7,1.3,ak0145605nf
2014-01-03T12:39:09.260Z,38.7939987,N,122.7328339,E,1.683,0.28,nc72135436
2014-01-03T12:38:55.593Z,37.1642,N,115.3211,E,0,0.6,nn00432964
2014-01-03T12:36:30.200Z,38.8446655,N,122.7663345,E,1.137,0.78,nc72135431
2014-01-03T12:34:08.730Z,38.838665,N,122.8170013,E,6.106,0.57,nc72135426
2014-01-03T12:33:19.450Z,38.8261667,N,122.796,E,2.85,1.31,nc72135421
2014-01-03T12:24:25.780Z,38.8040009,N,122.7698364,E,1.509,0.53,nc72135416
2014-01-03T12:10:43.630Z,38.8081665,N,122.7743301,E,1.929,0.84,nc72135411
2014-01-03T12:08:57.809Z,64.9348,N,149.3112,E,8.4,0.8,ak01455t2xg
2014-01-03T12:08:01.520Z,51.469,N,178.78,E,19.3,2.7,usc000lyu3
2014-01-03T12:02:50.910Z,38.7568321,N,122.7421646,E,1.788,0.47,nc72135406
2014-01-03T12:02:30.940Z,38.760334,N,122.7411652,E,1.633,0.9,nc72135401
2014-01-03T12:00:40.890Z,37.3301667,N,122.1408333,E,8.04,1.11,nc72135396
2014-01-03T11:53:14.890Z,37.6505,N,118.8581667,E,2.985,0.6,nc72135391
2014-01-03T11:52:17.380Z,37.3235,N,122.1573333,E,9.61,2.85,nc72135386
2014-01-03T11:49:44.570Z,33.4468333,N,116.5773333,E,10.281,0.39,ci11409594
2014-01-03T11:48:31.470Z,38.8754997,N,122.8123322,E,1.718,1.1,nc72135381
2014-01-03T11:44:41.030Z,38.8045006,N,122.7724991,E,1.659,0.88,nc72135376
2014-01-03T11:38:16.040Z,38.8245,N,122.7915,E,2.755,0.31,nc72135371
2014-01-03T11:24:56.281Z,61.2334,N,147.0018,E,10,1.6,ak01455b2nw
2014-01-03T11:23:19.123Z,39.0939,N,115.5248,E,0,2.6,nn00432962
2014-01-03T11:22:49.960Z,19.3915,N,155.2783333,E,1.688,1.97,hv60615321
2014-01-03T11:20:56.540Z,63.3047,N,151.3307,E,10.7,0.9,ak01455a7ti
2014-01-03T11:02:21.304Z,53.1164,N,166.7822,E,25.6,2.3,ak014556a7m
2014-01-03T11:01:55.170Z,38.8149986,N,122.8218307,E,2.408,0.56,nc72135366
2014-01-03T11:00:15.840Z,37.738,N,122.564,E,9.115,1.3,nc72135361
2014-01-03T10:54:35.490Z,2.8117,S,129.782,W,45.92,4.3,usb000m4p1
2014-01-03T10:48:21.950Z,60.8336,N,140.4265,E,17.3,1.5,ak01454uplf
2014-01-03T10:45:20.310Z,38.8139992,N,122.8206635,E,2.779,0.92,nc72135351
2014-01-03T10:34:41.660Z,34.5985,N,118.6406667,E,8.079,1.1,ci11409586
2014-01-03T10:32:49.300Z,38.8366661,N,122.8288345,E,1.766,0.99,nc72135346
2014-01-03T10:30:45.270Z,33.373,N,116.4035,E,12.456,0.61,ci11409578
2014-01-03T10:29:00.980Z,38.8263321,N,122.8059998,E,2.229,0.56,nc72135341
2014-01-03T10:26:38.200Z,40.367,N,124.6625,E,20.291,2.3,nc72135336
2014-01-03T10:24:33.240Z,19.1457,N,120.1686,W,9.97,5.1,usc000lw6l
2014-01-03T10:22:16.609Z,61.0595,N,148.0712,E,11.6,1,ak01454p4kc
2014-01-03T10:21:43.052Z,57.9534,N,155.9037,E,3.9,1.2,ak01454oyw1
2014-01-03T10:17:51.990Z,34.5028333,N,116.5431667,E,5.596,1.01,ci11409570
2014-01-03T10:14:54.900Z,19.4416,N,67.9947,E,30,3.7,pr14003004
2014-01-03T10:14:30.220Z,32.6393333,N,115.7216667,E,8.507,1.97,ci11409562
2014-01-03T10:13:55.240Z,37.449,N,118.622,E,6.248,2.38,nc72135331
2014-01-03T10:10:01.040Z,38.8139992,N,122.8241653,E,1.978,0.56,nc72135326
2014-01-03T10:09:42.270Z,10.2294,S,75.3309,E,35.71,4.5,usc000lw6c
2014-01-03T10:05:31.000Z,41.2801667,N,125.4776667,E,0.036,2.63,nc72135321
2014-01-03T10:03:56.450Z,37.9335,N,122.0683333,E,10.036,1.26,nc72135316
2014-01-03T09:54:04.015Z,63.9205,N,148.9189,E,5.4,1.1,ak01454aiwh
2014-01-03T09:32:26.578Z,63.1259,N,149.1701,E,11,0.6,ak014545uw1
2014-01-03T09:30:01.958Z,63.9916,N,150.1194,E,0.7,0.9,ak014545dk3
2014-01-03T09:20:24.600Z,15.705,N,93.69,E,85.8,4,usc000mha8
2014-01-03T09:17:50.530Z,38.8375015,N,122.8078308,E,1.632,0.29,nc72135311
2014-01-03T09:17:19.850Z,38.8365,N,122.8078333,E,2.27,1.56,nc72135306
2014-01-03T09:14:31.070Z,5.7796,S,103.4633,W,57.87,4,usb000m4ny
2014-01-03T09:13:41.680Z,20.4291,S,178.151,E,554.07,4.6,usb000m4nx
2014-01-03T09:11:19.260Z,33.2335,N,116.0681667,E,8.369,1.19,ci11409554
2014-01-03T09:02:52.817Z,60.2324,N,152.9884,E,118.4,1.7,ak01453zhfl
2014-01-03T09:00:02.700Z,47.4603,N,115.8095,E,2,1.4,mb14636991
2014-01-03T08:57:50.800Z,38.829,N,122.7581667,E,0.26,1.53,nc72135301
2014-01-03T08:55:53.928Z,59.0125,N,141.7441,E,0.4,1.8,ak01453pev4
2014-01-03T08:44:19.050Z,37.6315,N,119.0393333,E,1.656,0.24,nc72135296
2014-01-03T08:37:26.513Z,39.0685,N,118.162,E,7.5,1.4,nn00432959
2014-01-03T08:37:15.400Z,17.8283,N,67.4107,E,34,3,pr14003003
2014-01-03T08:20:46.940Z,5.1757,S,103.3306,W,71.73,4.7,usc000lw4f
2014-01-03T08:19:03.490Z,17.7451,S,178.6265,E,626.13,4.2,usb000m4nu
2014-01-03T07:52:30.050Z,33.958,N,116.8411667,E,18.017,1.25,ci11409546
2014-01-03T07:51:20.780Z,5.7344,S,103.5423,W,64.75,4.7,usb000m4nt
2014-01-03T07:50:32.620Z,5.7607,S,103.7902,W,68.51,4,usb000m4ns
2014-01-03T07:42:15.860Z,38.8701668,N,122.8071671,E,1.522,1.01,nc72135286
2014-01-03T07:41:23.487Z,68.6088,N,145.2423,E,4.5,1.9,ak014530wvw
2014-01-03T07:31:34.692Z,60.6027,N,145.4129,E,8.8,1.7,ak01452ysl9
2014-01-03T07:17:30.420Z,38.8023338,N,122.7789993,E,0.113,0.88,nc72135281
2014-01-03T07:13:13.050Z,38.874,N,122.8146667,E,1.311,1.61,nc72135266
2014-01-03T07:10:38.030Z,63.4765,N,151.1037,E,8.7,0.9,ak01452uat7
2014-01-03T07:10:05.160Z,37.344,N,112.7068333,E,18.52,1.1,uu60050757
2014-01-03T07:01:39.800Z,19.3383,N,68.155,E,15,3.5,pr14003002
2014-01-03T06:56:56.750Z,38.8023338,N,122.7699966,E,1.328,0.28,nc72135261
2014-01-03T06:51:59.004Z,37.6363,N,117.0194,E,19.4,0.3,nn00433218
2014-01-03T06:18:41.666Z,68.7202,N,144.9847,E,10,2,ak01452al7q
2014-01-03T06:16:32.710Z,17.8973,S,178.5259,E,583.16,4.5,usc000lw37
2014-01-03T06:13:08.840Z,38.8221667,N,122.762,E,1.323,0.26,nc72135256
2014-01-03T06:02:35.296Z,62.4397,N,149.5033,E,58.9,1.3,ak01452759l
2014-01-03T06:01:49.129Z,60.3035,N,149.6806,E,33.3,1.1,ak014526ym8
2014-01-03T05:57:31.520Z,53.1198,N,172.9051,W,54.11,3.9,usb000m4pu
2014-01-03T05:42:31.205Z,55.377,N,134.9268,E,18.7,2.4,ak01451u9zk
2014-01-03T05:42:18.740Z,19.7755,N,155.8316667,E,13.328,2.14,hv60615251
2014-01-03T05:42:02.589Z,64.5382,N,149.8581,E,14.8,0.7,ak01451u7s2
2014-01-03T05:40:10.630Z,37.6093333,N,118.927,E,1.005,0.55,nc72135251
2014-01-03T05:36:08.620Z,7.2932,N,73.5251,E,118.21,4,usb000m4nq
2014-01-03T05:35:55.870Z,33.4606667,N,116.4236667,E,12.431,1.18,ci11409530
2014-01-03T05:31:35.270Z,63.301,N,148.1043,E,73.5,1.1,ak01451rxfb
2014-01-03T05:28:32.322Z,59.7152,N,152.8857,E,94.9,1.9,ak01451ra1s
2014-01-03T05:28:31.220Z,33.4641667,N,116.4171667,E,12.948,0.37,ci11409522
2014-01-03T05:22:54.990Z,38.8366661,N,122.7988358,E,1.503,0.91,nc72135246
2014-01-03T05:18:56.980Z,53.804,N,164.186,E,25.1,3.4,usc000lyul
2014-01-03T05:17:08.410Z,33.4618333,N,116.4155,E,13.058,0.22,ci11409514
2014-01-03T05:15:25.740Z,33.4618333,N,116.4146667,E,12.827,0.34,ci11409506
2014-01-03T05:13:07.470Z,38.8258324,N,122.8280029,E,2.396,0.56,nc72135241
2014-01-03T05:13:02.540Z,33.4616667,N,116.415,E,12.738,0.6,ci11409498
2014-01-03T05:12:54.740Z,33.4626667,N,116.4175,E,13.198,0.45,ci11409490
2014-01-03T05:12:54.040Z,1.3488,N,125.8906,W,64.3,4.1,usb000m4nn
2014-01-03T05:11:08.790Z,52.7658,S,11.9908,W,10,4.7,usb000m4nl
2014-01-03T05:08:24.908Z,61.093,N,152.2246,E,15.9,0.2,ak01451mz5m
2014-01-03T05:03:42.920Z,7.9324,N,94.5915,W,53.85,4.4,usb000m4np
2014-01-03T04:58:24.900Z,18.173,N,66.9225,E,26,2.1,pr14003001
2014-01-03T04:58:06.894Z,60.1334,N,152.4996,E,101.7,1.8,ak01451c7yp
2014-01-03T04:55:25.982Z,37.3738,N,117.1266,E,11.8,0.1,nn00433215
2014-01-03T04:54:21.760Z,33.5048333,N,116.47,E,9.147,0.32,ci11409482
2014-01-03T04:36:39.260Z,37.524,N,118.8308333,E,5.437,0.24,nc72135231
2014-01-03T04:34:11.234Z,63.2014,N,150.6126,E,129.2,1.4,ak014517343
2014-01-03T04:28:45.068Z,53.8389,N,164.1448,E,25.4,2.3,ak014515vfe
2014-01-03T04:18:10.590Z,13.8626,N,92.2257,E,45.63,4.1,usc000mha4
2014-01-03T04:13:31.400Z,47.3213,N,113.7851,E,18.5,1.1,mb14979302
2014-01-03T04:12:27.177Z,60.6897,N,150.3692,E,48.2,1.4,ak014512el9
2014-01-03T04:10:08.920Z,38.8171654,N,122.8233337,E,2.973,0.56,nc72135226
2014-01-03T03:55:19.240Z,36.5546667,N,121.089,E,8.232,1.71,nc72135221
2014-01-03T03:54:44.090Z,38.8341667,N,122.8098333,E,2.16,1.09,nc72135216
2014-01-03T03:52:31.360Z,38.8123322,N,122.7279968,E,6.029,0.29,nc72135211
2014-01-03T03:49:53.401Z,58.4078,N,155.461,E,88.2,2.4,ak01450oyi4
2014-01-03T03:37:21.800Z,18.1863,N,66.9189,E,22,2.7,pr14003000
2014-01-03T03:34:43.260Z,16.0117,N,61.864,E,165.55,4.2,usc000lw2c
2014-01-03T03:33:19.980Z,37.5781667,N,119.0063333,E,2.092,0.3,nc72135206
2014-01-03T03:30:01.100Z,36.8863333,N,121.3988333,E,6.032,0.38,nc72135201
2014-01-03T03:29:24.067Z,63.0351,N,150.6357,E,115,1.4,ak01450klx2
2014-01-03T03:25:40.030Z,36.3001667,N,121.4003333,E,14.642,1.4,nc72135196
2014-01-03T03:13:53.274Z,59.796,N,152.1497,E,70.5,1.5,ak01450h8pr
2014-01-03T03:09:57.841Z,61.2402,N,151.2438,E,72,1.7,ak01450ge7c
2014-01-03T03:06:23.350Z,18.048,N,105.945,E,10.02,4.2,usc000lw23
2014-01-03T03:04:18.430Z,61.8283,N,149.9554,E,31.1,1.2,ak01450f8kz
2014-01-03T03:04:12.156Z,61.3615,N,146.7125,E,7.2,1.3,ak01450f83j
2014-01-03T03:00:10.172Z,63.0113,N,150.6876,E,109.2,1.5,ak01450ed2x
2014-01-03T02:48:37.080Z,19.0464,N,120.3597,W,10,4.1,usb000m4nj
2014-01-03T02:42:37.290Z,37.6471667,N,118.902,E,0.114,0.28,nc72135191
2014-01-03T02:34:43.139Z,63.2962,N,149.0367,E,7.1,0.5,ak014500ad5
2014-01-03T02:31:35.509Z,61.5485,N,152.2584,E,143.4,1.8,ak0144zzmmm
2014-01-03T02:25:21.480Z,37.64,N,119.0285,E,10.605,0.32,nc72137416
2014-01-03T02:17:31.211Z,37.3863,N,117.1179,E,6.4,1.3,nn00432956
2014-01-03T02:16:23.969Z,37.3618,N,117.119,E,16.2,0.4,nn00432955
2014-01-03T02:15:47.093Z,61.1482,N,147.0418,E,0,1.6,ak0144zw82d
2014-01-03T02:13:35.608Z,62.19,N,145.6439,E,16.5,1.1,ak0144zvrqw
2014-01-03T02:10:49.080Z,44.7716667,N,75.1153333,E,5.24,1.92,ld60032403
2014-01-03T02:10:18.502Z,37.3742,N,117.1283,E,11.5,0.5,nn00433191
2014-01-03T02:03:39.061Z,37.5024,N,117.1252,E,19,0.5,nn00433188
2014-01-03T01:59:29.880Z,33.6361667,N,116.7135,E,13.293,0.24,ci11409474
2014-01-03T01:59:22.790Z,38.8335,N,122.8095,E,2.07,1.78,nc72135181
2014-01-03T01:58:51.310Z,37.5145,N,118.8703333,E,2.559,0.48,nc71076654
2014-01-03T01:53:56.860Z,32.3443333,N,115.3728333,E,9.182,1.99,ci11409466
2014-01-03T01:50:24.220Z,35.9856,N,139.9683,W,85.7,4.2,usc000lw1y
2014-01-03T01:49:58.000Z,33.3921667,N,116.29,E,11.53,0.68,ci11409458
2014-01-03T01:46:12.550Z,35.6661667,N,118.4678333,E,9.378,1.88,ci11409450
2014-01-03T01:42:45.295Z,64.6301,N,147.6904,E,7.9,0.6,ak0144zgknl
2014-01-03T01:41:37.103Z,37.3741,N,117.1294,E,6.5,3.2,nn00432953
2014-01-03T01:41:35.289Z,60.4113,N,147.7734,E,15,1.3,ak0144zgc60
2014-01-03T01:39:47.740Z,33.5025,N,116.4673333,E,9.117,0.94,ci11409434
2014-01-03T01:26:19.031Z,62.471,N,149.6133,E,10.3,1,ak0144zd367
2014-01-03T01:10:09.337Z,64.6088,N,151.0467,E,12.6,1.6,ak0144z9myt
2014-01-03T01:08:29.750Z,33.4716667,N,116.4331667,E,12.215,0.77,ci11409426
2014-01-03T00:59:18.430Z,62.6709,N,149.3983,E,78,1.1,ak0144yyq5f
2014-01-03T00:42:28.020Z,33.9295,N,116.0088333,E,11.092,1.98,ci11409418
2014-01-03T00:21:23.721Z,63.0256,N,151.5454,E,8.9,1.1,ak0144yqlck
2014-01-03T00:18:11.300Z,59.9664,N,153.3589,E,129.6,2.1,ak0144ypx8q
2014-01-03T00:10:44.070Z,33.3808333,N,116.2871667,E,7.34,1.15,ci11409410
2014-01-03T00:07:33.330Z,61.4326,N,59.526,E,18,4.1,usb000m4ni
2014-01-03T00:03:51.612Z,64.9952,N,147.3429,E,0,1.2,ak0144ymsm1
2014-01-02T23:53:56.000Z,16.08,N,97.96,E,1,4.8,usc000lw1a
2014-01-02T23:47:00.931Z,63.5517,N,150.6931,E,12.8,1,ak0143p1qml
2014-01-02T23:45:58.755Z,53.8372,N,164.1383,E,41.6,2.5,ak0143p1fnn
2014-01-02T23:44:59.810Z,37.3286,N,116.4346,E,9.5,0,nn00432934
2014-01-02T23:36:51.647Z,61.6551,N,147.525,E,27.5,1.7,ak0143ozhnw
2014-01-02T23:35:36.500Z,38.8225,N,122.811,E,2.714,0.26,nc72135141
2014-01-02T23:32:55.144Z,60.1953,N,152.6447,E,98.6,1.4,ak0143oyn2i
2014-01-02T23:29:07.270Z,60.1063,N,142.1179,E,11.6,1.2,ak0143oxw87
